,gene_symbol,DE,adj_pval_DE,SD_ratio,LFC,DV,adj_pval_DV,DS,adj_pval_DS,de_bs,dv_bs,ds_bs
ENSG00000103035,PSMD7,-0.059291202,0.58697102,0.858755074,-0.219681376,-0.024960857,1,0.035961995,1,0,0,0
ENSG00000272168,CASC15,-0.125442047,0.319793828,0.805694452,-0.311695273,-0.067053067,1,0.036002731,1,0,0,0
ENSG00000261008,LINC01572,-0.110005106,1,0.789711126,-0.340603079,-0.088522724,0.760448365,0.036079429,1,0,0,0
ENSG00000270127,AC027020.2,-0.094446534,1,1.157400475,0.210888142,0.092573827,1,0.036331231,1,0,0,0
ENSG00000100033,PRODH,0.041773232,1,1.123814157,0.16840348,0.059718161,1,0.036586721,1,0,0,0
ENSG00000167862,MRPL58,-0.146211709,3.15E-05,0.681545674,-0.553117752,-0.065073275,0.066696576,0.036924844,1,1,0,0
ENSG00000279520,AC093525.8,-0.117394087,1,0.73293835,-0.448236242,-0.132620995,0.32211629,0.037098163,1,0,0,0
ENSG00000115756,HPCAL1,-0.16606351,0.493427248,0.582811812,-0.778897978,-0.225555587,0.001285541,0.037149033,1,0,1,0
ENSG00000233122,CTAGE7P,0.141696365,1,0.899461635,-0.152866348,-0.055938172,1,0.037287335,1,0,0,0
ENSG00000184313,MROH7,-0.171058453,0.378296648,1.039614842,0.056049135,0.016973411,1,0.037525988,1,0,0,0
ENSG00000235859,AC006978.1,-0.103655087,0.089530828,0.905645731,-0.142981286,-0.021211435,1,0.037753878,1,0,0,0
ENSG00000062725,APPBP2,0.0389998,1,0.582116422,-0.780620378,-0.108866807,0.001186405,0.037925402,1,0,1,0
ENSG00000100767,PAPLN,0.076874271,1,0.899296346,-0.153131487,-0.057863648,1,0.038295697,1,0,0,0
ENSG00000261193,AC134312.4,0.068451011,1,0.706644093,-0.500944323,-0.257520447,0.153355957,0.038807312,1,0,0,0
ENSG00000189238,LINC00943,-0.18743432,1,0.784589526,-0.349990019,-0.195261614,0.88169047,0.038812738,1,0,0,0
ENSG00000248469,AC139491.1,-0.157268889,1,0.937431174,-0.093215323,-0.037864582,1,0.038949278,1,0,0,0
ENSG00000124491,F13A1,0.631502565,0.000695564,0.998350775,-0.002381293,-0.001461141,1,0.038973431,1,1,0,0
ENSG00000120049,KCNIP2,0.061024167,1,0.508408387,-0.975940266,-0.245037067,0.000231373,0.038993452,1,0,1,0
ENSG00000254858,MPV17L2,-0.104059111,0.15530298,0.682554267,-0.550984342,-0.085395783,0.044035828,0.039009737,1,0,0,0
ENSG00000132773,TOE1,-0.057791869,0.874907907,1.035785049,0.05072464,0.006174816,1,0.039188578,1,0,0,0
ENSG00000143315,PIGM,0.131890359,0.395119583,0.686642528,-0.542368879,-0.123331666,0.063959265,0.039246149,1,0,0,0
ENSG00000205809,KLRC2,-0.013228653,1,1.083947212,0.1162945,0.073952762,1,0.039352418,1,0,0,0
ENSG00000106460,TMEM106B,0.054497893,1,0.642752305,-0.637665215,-0.110894522,0.012132106,0.039356968,1,0,0,0
ENSG00000245112,SMARCA5-AS1,0.285407655,0.012834299,0.611155789,-0.710387912,-0.228575974,0.009763381,0.039399497,1,1,0,0
ENSG00000272638,AC006027.1,-0.132921335,1,0.868773119,-0.20294863,-0.066887191,1,0.039532905,1,0,0,0
ENSG00000267896,ENSG00000267896,-0.140033567,1,0.808281568,-0.307070146,-0.104861899,1,0.039563718,1,0,0,0
ENSG00000198929,NOS1AP,-0.000330388,1,0.884291057,-0.177406796,-0.06106429,1,0.039732118,1,0,0,0
ENSG00000272129,AL359715.3,-0.200508075,0.003821069,1.11184615,0.152957171,0.033494946,1,0.039853839,1,1,0,0
ENSG00000065268,WDR18,-0.204418493,3.98E-05,0.699435429,-0.51573722,-0.085884044,0.164238491,0.039856486,1,1,0,0
ENSG00000186654,PRR5,-0.01222734,1,0.596505919,-0.74539164,-0.188395229,0.002363567,0.039931401,1,0,1,0
ENSG00000235072,AC012074.1,0.056109812,1,0.852068489,-0.230958696,-0.055409164,1,0.039956684,1,0,0,0
ENSG00000133275,CSNK1G2,0.003523784,1,0.731089889,-0.451879295,-0.070805817,0.214331967,0.039980197,1,0,0,0
ENSG00000183775,KCTD16,0.153127854,1,0.667648978,-0.582838303,-0.263288077,0.085821265,0.039999736,1,0,0,0
ENSG00000178229,ZNF543,0.010136077,1,0.789235795,-0.341471705,-0.043232242,0.764133424,0.040192144,1,0,0,0
ENSG00000156853,ZNF689,0.073761722,0.079550574,0.811868432,-0.300682145,-0.031100797,1,0.040348579,1,0,0,0
ENSG00000180537,RNF182,0.165048535,0.460262129,0.6597111,-0.600093715,-0.174540068,0.021565774,0.040384114,1,0,0,0
ENSG00000217643,PTGES3P2,-0.286948189,0.020089506,0.980079912,-0.02902871,-0.010290279,1,0.040429751,1,1,0,0
ENSG00000267254,AC020928.1,-0.136119931,0.049762519,0.785765813,-0.347828695,-0.062744192,0.719194117,0.040488723,1,0,0,0
ENSG00000215790,SLC35E2,0.105470481,1,0.779991478,-0.358469733,-0.088403144,0.659118984,0.040612634,1,0,0,0
ENSG00000267179,AC008770.2,-0.112359297,1,0.824953526,-0.277615248,-0.069264437,1,0.04071486,1,0,0,0
ENSG00000204634,TBC1D8,0.114657336,0.668490164,0.748686627,-0.417566109,-0.092655655,0.316412504,0.040961848,1,0,0,0
ENSG00000101421,CHMP4B,-0.09384205,0.080461509,0.784494478,-0.350164804,-0.045727557,0.826705222,0.041248666,1,0,0,0
ENSG00000243978,RTL9,0.205383648,0.088560487,0.602052447,-0.732038924,-0.203668218,0.003475157,0.041512261,1,0,1,0
ENSG00000188931,CFAP126,0.075780065,1,0.766921975,-0.382848287,-0.085019191,0.531295274,0.04152873,1,0,0,0
ENSG00000256594,AC010186.2,0.0103727,1,0.86957358,-0.201619987,-0.053525176,1,0.041551324,1,0,0,0
ENSG00000160221,C21orf33,-0.272480286,1,0.935925295,-0.095534716,-0.092509057,1,0.041687334,1,0,0,0
ENSG00000188313,PLSCR1,0.368058393,0.002563423,0.673644031,-0.569941654,-0.213220673,0.065688692,0.041693636,1,1,0,0
ENSG00000077522,ACTN2,-0.243906337,0.010700562,1.154414909,0.207161838,0.059644815,1,0.041760233,1,1,0,0
ENSG00000162105,SHANK2,0.023021513,1,0.843125138,-0.24618132,-0.090396033,1,0.041794434,1,0,0,0
ENSG00000163935,SFMBT1,0.025555526,1,0.835845904,-0.258691102,-0.032491127,1,0.04180223,1,0,0,0
ENSG00000229847,EMX2OS,0.439428557,6.88E-05,0.753426119,-0.408462047,-0.151564089,0.437252007,0.04181306,1,1,0,0
ENSG00000153774,CFDP1,-0.091671029,0.06899913,0.957062057,-0.063315621,-0.008079238,1,0.041852695,1,0,0,0
ENSG00000165983,PTER,0.053854043,1,0.755982168,-0.40357589,-0.206762067,0.462210168,0.041903577,1,0,0,0
ENSG00000265118,AC134669.1,0.02899049,1,0.588822475,-0.764095355,-0.343826377,0.001351988,0.041914277,1,0,1,0
ENSG00000259905,PWRN1,-0.419167225,0.103928832,0.752116142,-0.410972634,-0.246923762,0.390594675,0.041939394,1,1,0,0
ENSG00000117748,RPA2,-0.05129841,1,0.899415334,-0.152940614,-0.018358366,1,0.04203176,1,0,0,0
ENSG00000179909,ZNF154,0.037027843,1,0.528040294,-0.921280071,-0.125156137,0.000183067,0.042034681,1,0,1,0
ENSG00000182405,PGBD4,0.00452434,1,0.757249203,-0.40115994,-0.073565704,0.34800047,0.042288724,1,0,0,0
ENSG00000206195,DUXAP8,0.082139895,1,0.983606426,-0.023846934,-0.009404809,1,0.042331426,1,0,0,0
ENSG00000221843,C2orf16,-0.10596234,1,1.123327285,0.167778323,0.059527613,1,0.042534611,1,0,0,0
ENSG00000148814,LRRC27,-0.040490909,1,0.600041437,-0.736865962,-0.105914757,0.002341243,0.042543437,1,0,1,0
ENSG00000258986,TMEM179,-0.212428029,0.012213388,0.984922542,-0.021917824,-0.005505349,1,0.042567837,1,1,0,0
ENSG00000175183,CSRP2,0.050035296,1,0.680237264,-0.555890055,-0.161470477,0.087289753,0.042570286,1,0,0,0
ENSG00000159199,ATP5MC1,-0.179026116,0.006326894,0.807642988,-0.308210392,-0.061113849,1,0.042883792,1,0,0,0
ENSG00000141905,NFIC,0.066451454,1,0.674303282,-0.568530476,-0.083266412,0.032486886,0.04295359,1,0,0,0
ENSG00000275004,ZNF280B,0.071412587,1,0.849190279,-0.235840239,-0.062417673,1,0.04299465,1,0,0,0
ENSG00000185009,AP3M1,0.171629268,0.001186173,0.593253951,-0.753278292,-0.122341488,0.00352563,0.043049779,1,0,1,0
ENSG00000105609,LILRB5,0.66805343,3.63E-05,0.777727513,-0.362663318,-0.199833598,0.626780553,0.043174218,1,1,0,0
ENSG00000275464,FP565260.1,0.31769267,0.421200586,0.502574337,-0.992591089,-0.514285286,0.000106816,0.043261108,1,0,1,0
ENSG00000198734,F5,0.419710395,0.0015161,1.108443791,0.148535613,0.063447241,1,0.043319494,1,1,0,0
ENSG00000279943,AC110771.1,-0.281467957,8.80E-06,0.989200274,-0.015665455,-0.003486018,1,0.043413623,1,1,0,0
ENSG00000198818,SFT2D1,-0.012295243,1,0.557362218,-0.843312884,-0.126728148,0.001098782,0.04350936,1,0,1,0
ENSG00000128886,ELL3,0.193377157,0.000546774,0.761247346,-0.393562801,-0.07138981,0.45270276,0.043530598,1,1,0,0
ENSG00000181019,NQO1,0.316314132,0.025343255,1.079114475,0.109847918,0.043913701,1,0.043553431,1,0,0,0
ENSG00000150594,ADRA2A,0.079206842,1,0.729599098,-0.454824148,-0.149819694,0.267520764,0.043583329,1,0,0,0
ENSG00000203709,MIR29B2CHG,0.021228908,1,0.935185703,-0.09667522,-0.038395488,1,0.043606065,1,0,0,0
ENSG00000113595,TRIM23,-0.090911668,1,0.887276489,-0.172544354,-0.036120859,1,0.043908975,1,0,0,0
ENSG00000138459,SLC35A5,0.116886382,0.291622888,0.566615909,-0.819556985,-0.151208587,0.000700066,0.044011514,1,0,1,0
ENSG00000165650,PDZD8,0.149754086,0.025568353,0.70351592,-0.507345025,-0.092973733,0.092946628,0.044188015,1,0,0,0
ENSG00000183011,NAA38,-0.129816413,0.218964309,0.47571353,-1.071835036,-0.20227479,5.89E-05,0.044234368,1,0,1,0
ENSG00000119048,UBE2B,-0.069954179,0.512828587,0.784105918,-0.350879547,-0.045249357,0.655889577,0.044252336,1,0,0,0
ENSG00000179546,HTR1D,0.162711747,1,0.562156117,-0.830957258,-0.331736153,0.001495676,0.044330071,1,0,1,0
ENSG00000124201,ZNFX1,0.110145878,0.007943513,0.880668196,-0.183329528,-0.022943297,1,0.044428945,1,0,0,0
ENSG00000241878,PISD,-0.041579653,1,0.663096711,-0.592708796,-0.114532866,0.033403356,0.044725235,1,0,0,0
ENSG00000262222,ENSG00000262222,0.047906924,1,0.893872547,-0.161858955,-0.026565301,1,0.045057741,1,0,0,0
ENSG00000078319,PMS2P1,-0.15202201,0.001619234,0.993473678,-0.009446351,-0.001467235,1,0.045153877,1,1,0,0
ENSG00000143119,CD53,0.050119091,1,0.650663725,-0.620015971,-0.233701229,0.014761276,0.045200403,1,0,0,0
ENSG00000173567,ADGRF3,-0.243154128,0.038925082,0.86128101,-0.215444073,-0.068271512,1,0.04543865,1,0,0,0
ENSG00000230487,PSMG3-AS1,-0.008736561,1,0.989861981,-0.014700715,-0.002502618,1,0.045480224,1,0,0,0
ENSG00000130475,FCHO1,-0.155956648,0.365695471,0.65282233,-0.615237688,-0.165127432,0.042973721,0.045589187,1,0,0,0
ENSG00000065060,UHRF1BP1,0.132804483,0.021033912,0.584872264,-0.773806519,-0.119432637,0.001766036,0.045693164,1,0,1,0
ENSG00000163904,SENP2,0.021966115,1,0.759906594,-0.396105998,-0.034108625,0.371299386,0.045732194,1,0,0,0
ENSG00000182326,C1S,0.50019714,8.22E-08,1.260459849,0.333950162,0.112874637,1,0.045904783,1,1,0,0
ENSG00000100902,PSMA6,-0.049568264,1,0.960447654,-0.058221108,-0.006705931,1,0.046045768,1,0,0,0
ENSG00000215146,BX322639.1,-0.025052143,1,0.793711725,-0.333312977,-0.120041352,0.857537659,0.046316243,1,0,0,0
ENSG00000272123,AC008966.2,-0.051683909,1,0.916919803,-0.125132538,-0.0329338,1,0.046463437,1,0,0,0
ENSG00000137959,IFI44L,-0.148393905,1,0.792004402,-0.336419646,-0.186468301,1,0.046506854,1,0,0,0
ENSG00000255330,AL096711.2,-0.12734051,0.550924587,1.162965297,0.217808047,0.052528221,1,0.046515541,1,0,0,0
ENSG00000125869,LAMP5,-0.110437496,1,0.67525897,-0.566487196,-0.347806188,0.091094816,0.046541875,1,0,0,0
ENSG00000196169,KIF19,0.169638917,1,0.741966364,-0.43057431,-0.252287974,0.239813781,0.046660883,1,0,0,0
ENSG00000153391,INO80C,-0.063100158,0.946841031,0.707212254,-0.499784821,-0.065806267,0.103552087,0.04673295,1,0,0,0
ENSG00000108599,AKAP10,0.114427368,0.00093148,0.707620178,-0.498952908,-0.054790098,0.095761457,0.046809472,1,0,0,0
ENSG00000270949,ENSG00000270949,0.113543842,0.282492908,0.94081277,-0.088020453,-0.016808223,1,0.046818835,1,0,0,0
ENSG00000105612,DNASE2,0.098614134,0.263494022,0.655085952,-0.610243884,-0.096151433,0.019374686,0.046932726,1,0,0,0
ENSG00000196071,OR2L13,-0.008207958,1,0.796385296,-0.328461511,-0.154275978,1,0.046956873,1,0,0,0
ENSG00000170043,TRAPPC1,-0.198165196,3.02E-05,0.667058334,-0.584115164,-0.09309261,0.057346477,0.04697314,1,1,0,0
ENSG00000010361,FUZ,-0.051854981,1,0.725843048,-0.462270472,-0.07220816,0.241067768,0.047182592,1,0,0,0
ENSG00000103274,NUBP1,0.06867028,0.522584035,0.746050188,-0.422655409,-0.053425276,0.426821588,0.047193951,1,0,0,0
ENSG00000273419,AC004877.1,0.073386534,1,0.470057105,-1.089092062,-0.244852336,1.91E-05,0.047263816,1,0,1,0
ENSG00000131263,RLIM,0.00406805,1,0.803590251,-0.315468033,-0.059325757,1,0.0473045,1,0,0,0
ENSG00000175768,TOMM5,-0.030796026,1,0.753504075,-0.40831278,-0.05185636,0.316412504,0.047418373,1,0,0,0
ENSG00000183150,GPR19,0.036771688,1,0.665694653,-0.587067515,-0.097858624,0.033916602,0.047466839,1,0,0,0
ENSG00000187398,LUZP2,-0.115491226,1,0.929466254,-0.105525608,-0.028628909,1,0.047894865,1,0,0,0
ENSG00000242028,HYPK,-0.12762311,0.017750967,0.651059056,-0.619139681,-0.092453648,0.032963321,0.048072291,1,0,0,0
ENSG00000277531,PNMA8C,-0.176275244,0.50011327,0.722203309,-0.469523064,-0.150453952,0.217121338,0.048081156,1,0,0,0
ENSG00000153094,BCL2L11,0.208362636,0.004300545,0.802044235,-0.318246288,-0.071391646,0.978729196,0.048141184,1,0,0,0
ENSG00000113368,LMNB1,-0.04029884,1,0.659398384,-0.600777743,-0.118387543,0.045510097,0.048264787,1,0,0,0
ENSG00000272573,MUSTN1,-0.256773138,0.341122351,0.913046639,-0.131239538,-0.058433368,1,0.048269763,1,0,0,0
ENSG00000251136,AF117829.1,0.065062223,1,0.894908894,-0.160187278,-0.026388226,1,0.04830366,1,0,0,0
ENSG00000150401,DCUN1D2,-0.023964547,1,0.672288303,-0.572848047,-0.091728765,0.052949919,0.048337455,1,0,0,0
ENSG00000241231,AC022294.1,0.235708863,1,0.93440738,-0.097876426,-0.061452408,1,0.048348271,1,0,0,0
ENSG00000198934,MAGEE1,0.030560688,1,0.913609966,-0.130349707,-0.059257797,1,0.048459203,1,0,0,0
ENSG00000187522,HSPA14,-0.030576439,1,1.004994264,0.007187268,0.000826551,1,0.048469427,1,0,0,0
ENSG00000176349,AC104129.1,-0.41934924,0.004781108,1.07936506,0.110182893,0.051553702,1,0.048576669,1,1,0,0
ENSG00000139726,DENR,-0.088176211,0.302804467,0.694806286,-0.525317288,-0.077482032,0.191529439,0.04862784,1,0,0,0
ENSG00000147394,ZNF185,-0.08789099,1,0.843731537,-0.245144068,-0.049923491,1,0.048635692,1,0,0,0
ENSG00000197647,ZNF433,-0.054374417,1,1.237787472,0.307763625,0.040083647,1,0.048636416,1,0,0,0
ENSG00000263146,LINC01896,-0.035408984,1,0.826135839,-0.275549077,-0.100570792,1,0.048781074,1,0,0,0
ENSG00000164219,PGGT1B,0.050062857,1,0.972652961,-0.040002947,-0.007200044,1,0.04901971,1,0,0,0
ENSG00000106780,MEGF9,0.264532054,1.06E-06,0.684931763,-0.54596783,-0.102353229,0.056880526,0.049069022,1,1,0,0
ENSG00000136859,ANGPTL2,-0.085104352,1,0.627243251,-0.672903051,-0.230452534,0.006938867,0.049220502,1,0,0,0
ENSG00000130643,CALY,-0.232930358,0.586038161,0.784725585,-0.349739856,-0.154846169,0.907943269,0.049320478,1,0,0,0
ENSG00000258311,AC009779.3,-0.074168958,1,0.636093491,-0.652689272,-0.10993491,0.009898211,0.049486097,1,0,0,0
ENSG00000101447,FAM83D,0.131691286,1,0.897642072,-0.155787799,-0.059186178,1,0.049491717,1,0,0,0
ENSG00000123080,CDKN2C,0.229944988,0.005760231,0.889993899,-0.168132649,-0.042844988,1,0.049536734,1,0,0,0
ENSG00000253877,LINC01608,-0.281145309,0.794053513,0.88133252,-0.182241655,-0.104421467,1,0.049700063,1,0,0,0
ENSG00000159713,TPPP3,-0.295220854,0.024982025,0.714971903,-0.484041547,-0.174852868,0.112791244,0.049818507,1,1,0,0
ENSG00000111445,RFC5,0.029456829,1,0.68802124,-0.539474992,-0.04992957,0.089321204,0.049831407,1,0,0,0
ENSG00000137513,NARS2,0.086503049,0.483272787,0.810932739,-0.302345837,-0.047823776,1,0.049915201,1,0,0,0
ENSG00000171680,PLEKHG5,-0.028815052,1,0.637057976,-0.650503423,-0.214575838,0.015044981,0.050068482,1,0,0,0
ENSG00000144659,SLC25A38,0.038439006,1,0.683102944,-0.549825085,-0.057994407,0.042916891,0.050147504,1,0,0,0
ENSG00000198133,TMEM229B,-0.077819402,1,0.780539015,-0.357457348,-0.07643538,0.613718809,0.050224179,1,0,0,0
ENSG00000225972,MTND1P23,-0.293636458,0.288887501,0.604569792,-0.7260192,-0.343578873,0.007484284,0.050275521,1,0,0,0
ENSG00000163481,RNF25,-0.093622492,0.151018334,0.572348166,-0.805035073,-0.108308348,0.001566909,0.050315965,1,0,1,0
ENSG00000228021,AL158835.2,-0.188021709,0.006073886,0.674584524,-0.567928875,-0.115033502,0.050011873,0.050416712,1,1,0,0
ENSG00000164078,MST1R,0.070355491,1,0.763033692,-0.390181334,-0.116510672,0.501525665,0.050462726,1,0,0,0
ENSG00000125144,MT1G,0.354630297,0.084442715,1.110279642,0.150923089,0.076244587,1,0.050673922,1,0,0,0
ENSG00000167074,TEF,0.085350952,1,0.814398622,-0.296192975,-0.059851377,1,0.050829187,1,0,0,0
ENSG00000136878,USP20,-0.099090673,0.008018324,0.7033758,-0.507632396,-0.056491357,0.183417934,0.050995771,1,0,0,0
ENSG00000257433,AC004241.1,-0.178855025,0.182132215,0.803753577,-0.315174842,-0.087728597,0.969242831,0.051141421,1,0,0,0
ENSG00000085265,FCN1,0.635972281,0.009159384,0.79239348,-0.335711085,-0.242825161,0.77050837,0.051494114,1,1,0,0
ENSG00000104953,TLE6,-0.238943097,0.001270702,0.818363888,-0.28918561,-0.06881542,1,0.051545241,1,1,0,0
ENSG00000066697,MSANTD3,-0.07221888,0.633072634,0.802089851,-0.318164236,-0.044186798,1,0.051587689,1,0,0,0
ENSG00000273281,ENSG00000273281,-0.036095319,1,0.851065553,-0.232657835,-0.047345744,1,0.051711003,1,0,0,0
ENSG00000272602,ZNF595,0.039523225,1,1.072093664,0.100430953,0.017457372,1,0.051739159,1,0,0,0
ENSG00000122375,OPN4,-0.185572536,1,0.917099369,-0.124850034,-0.059470958,1,0.051767412,1,0,0,0
ENSG00000256269,HMBS,-0.116745939,0.094811401,0.66307437,-0.592757403,-0.096232113,0.022099282,0.051923051,1,0,0,0
ENSG00000148488,ST8SIA6,0.707659975,1.65E-05,0.673788866,-0.569631505,-0.317339425,0.070992288,0.052079957,1,1,0,0
ENSG00000184445,KNTC1,-0.105700873,0.109491372,0.883264838,-0.179082015,-0.027742785,1,0.052173336,1,0,0,0
ENSG00000164707,SLC13A4,0.707204502,0.000102083,1.776717525,0.82921433,0.48800969,0.001191068,0.052215152,1,1,1,0
ENSG00000079841,RIMS1,-0.099289778,1,0.747247753,-0.420341441,-0.158849667,0.453013755,0.052915318,1,0,0,0
ENSG00000126705,AHDC1,0.13155547,0.009853117,0.749184287,-0.416607454,-0.062226597,0.400063354,0.052981556,1,0,0,0
ENSG00000273100,AL596442.2,-0.192252749,1,0.823498887,-0.280161394,-0.16898396,1,0.052996821,1,0,0,0
ENSG00000184232,OAF,0.130435288,1,0.773863918,-0.369848201,-0.122840066,0.599798065,0.053056923,1,0,0,0
ENSG00000173200,PARP15,-0.139547877,0.072126712,0.745459482,-0.423798156,-0.081060076,0.264146805,0.053137652,1,0,0,0
ENSG00000118894,EEF2KMT,0.04074265,1,0.954687588,-0.066899392,-0.008403263,1,0.053392198,1,0,0,0
ENSG00000254837,AP001372.2,-0.035944196,1,1.089379472,0.123506587,0.014534499,1,0.053423045,1,0,0,0
ENSG00000063015,SEZ6,-0.279424219,0.031456975,0.826464685,-0.274974921,-0.097701183,1,0.053500612,1,1,0,0
ENSG00000279500,AC108704.2,0.157422915,1,0.536089807,-0.89945339,-0.309929399,0.000558835,0.053554029,1,0,1,0
ENSG00000126464,PRR12,-0.028598569,1,0.940537068,-0.088443291,-0.010282866,1,0.053633951,1,0,0,0
ENSG00000140538,NTRK3,0.116151811,0.271482407,0.558049691,-0.841534503,-0.152248529,0.001370196,0.053669907,1,0,1,0
ENSG00000128059,PPAT,0.120884505,0.019379654,0.738397292,-0.437530834,-0.063571488,0.352977336,0.053827192,1,0,0,0
ENSG00000163479,SSR2,-0.022304124,1,0.746043219,-0.422668886,-0.038470731,0.430686181,0.053886298,1,0,0,0
ENSG00000181873,IBA57,0.034040879,1,0.796387014,-0.328458399,-0.048322898,0.887557974,0.054038404,1,0,0,0
ENSG00000129083,COPB1,0.112484328,0.010261105,0.741517222,-0.431447895,-0.055229061,0.254855853,0.054209552,1,0,0,0
ENSG00000170017,ALCAM,0.10068378,1,0.542731013,-0.881690745,-0.220559203,0.000246802,0.054260464,1,0,1,0
ENSG00000185986,SDHAP3,-0.167847472,0.046499628,0.937131297,-0.093676904,-0.020964658,1,0.054273027,1,0,0,0
ENSG00000164241,C5orf63,0.055028246,1,0.999564148,-0.000628938,-0.000154407,1,0.054318158,1,0,0,0
ENSG00000128253,RFPL2,0.398117563,0.029406866,0.714893768,-0.48419922,-0.243000493,0.212879833,0.054574278,1,1,0,0
ENSG00000135090,TAOK3,-0.038980911,1,0.913663746,-0.130264784,-0.011226863,1,0.054588581,1,0,0,0
ENSG00000172965,MIR4435-2HG,-0.170912386,0.174261724,0.710827493,-0.492428613,-0.128316951,0.148039552,0.054625442,1,0,0,0
ENSG00000260884,AC009120.3,-0.190839908,0.324321387,0.956014639,-0.064895386,-0.021340097,1,0.054931339,1,0,0,0
ENSG00000260581,AC011374.1,-0.010051199,1,0.865873604,-0.207771652,-0.103563446,1,0.054998407,1,0,0,0
ENSG00000164488,DACT2,0.156822912,1,0.860994881,-0.215923435,-0.097689363,1,0.055028488,1,0,0,0
ENSG00000134049,IER3IP1,-0.055227684,1,0.888765068,-0.17012598,-0.022140607,1,0.055068701,1,0,0,0
ENSG00000142609,CFAP74,-0.197595898,0.184441892,0.812199057,-0.300094743,-0.092489859,1,0.055280504,1,0,0,0
ENSG00000007168,PAFAH1B1,-0.089840474,1,0.745844314,-0.423053577,-0.083172363,0.543147396,0.055385989,1,0,0,0
ENSG00000140104,CLBA1,-0.161493398,0.024870484,0.752839647,-0.409585489,-0.081577767,0.428693572,0.055496324,1,0,0,0
ENSG00000149792,MRPL49,0.129021986,4.48E-06,0.792822822,-0.334929602,-0.032849437,0.774347204,0.055525441,1,1,0,0
ENSG00000243943,ZNF512,-0.04416578,1,0.771505759,-0.374251169,-0.037099974,0.682545918,0.055582893,1,0,0,0
ENSG00000172508,CARNS1,-0.556328456,0.000926437,0.693490061,-0.528052888,-0.280978778,0.060774299,0.055770899,1,1,0,0
ENSG00000189060,H1F0,0.010431182,1,0.770098162,-0.376885742,-0.056769727,0.609726619,0.055927204,1,0,0,0
ENSG00000117528,ABCD3,0.058344226,1,0.802324238,-0.317742714,-0.04917902,1,0.055970775,1,0,0,0
ENSG00000255082,GRM5-AS1,0.044336055,1,0.860467865,-0.21680678,-0.094811988,1,0.055988891,1,0,0,0
ENSG00000245317,AC008393.1,-0.062569012,1,1.091582624,0.126421335,0.025669916,1,0.056023743,1,0,0,0
ENSG00000145431,PDGFC,0.178600023,0.007413333,0.550417515,-0.861401715,-0.161756956,0.000343291,0.056106277,1,0,1,0
ENSG00000241769,LINC00893,-0.355218956,8.09E-06,0.956669782,-0.063907066,-0.01786427,1,0.056149898,1,1,0,0
ENSG00000124795,DEK,0.142992252,0.020186729,0.783155229,-0.352629804,-0.061231483,0.680902244,0.056259183,1,0,0,0
ENSG00000147687,TATDN1,-0.183522573,2.31E-05,0.794958781,-0.331048037,-0.049306058,0.95879027,0.056261736,1,1,0,0
ENSG00000260578,AC110597.1,0.099083164,1,0.876101627,-0.190829864,-0.059917749,1,0.056281293,1,0,0,0
ENSG00000044090,CUL7,0.053035084,1,0.63636837,-0.652065966,-0.093608986,0.01271993,0.056301266,1,0,0,0
ENSG00000130037,KCNA5,0.034781288,1,0.87060499,-0.199909805,-0.055795955,1,0.056340972,1,0,0,0
ENSG00000264885,AC026271.3,0.123124271,0.556174873,0.704726046,-0.504865558,-0.114872707,0.094505038,0.056414383,1,0,0,0
ENSG00000137834,SMAD6,0.417565194,0.005852738,0.846251422,-0.240841742,-0.111243753,1,0.056702255,1,1,0,0
ENSG00000131732,ZCCHC9,-0.001165775,1,0.774585328,-0.36850392,-0.034887182,0.563432787,0.056767161,1,0,0,0
ENSG00000196335,STK31,-0.330371063,0.003724643,0.768790854,-0.379336921,-0.133027272,0.58159833,0.056997669,1,1,0,0
ENSG00000107614,TRDMT1,0.030535095,1,0.811378165,-0.301553616,-0.043314597,1,0.057058531,1,0,0,0
ENSG00000122566,HNRNPA2B1,0.020341762,1,0.842069267,-0.247989183,-0.028468643,1,0.057074469,1,0,0,0
ENSG00000107951,MTPAP,-0.068413998,0.07032605,0.841926823,-0.24823325,-0.023532103,1,0.057153936,1,0,0,0
ENSG00000159685,CHCHD6,-0.205529163,0.010050489,0.878126442,-0.187499405,-0.044531905,1,0.057204761,1,1,0,0
ENSG00000005812,FBXL3,0.177519998,7.52E-05,0.653242975,-0.614308391,-0.090527771,0.023073031,0.057249049,1,1,0,0
ENSG00000158748,HTR6,0.134192531,1,0.7206889,-0.472551469,-0.231166144,0.21533231,0.057271198,1,0,0,0
ENSG00000239672,NME1,-0.14398114,0.605366674,0.877340235,-0.188791663,-0.052262655,1,0.057568996,1,0,0,0
ENSG00000250686,AL049544.1,-0.066212241,1,0.630379499,-0.665707478,-0.290259759,0.016025463,0.057661341,1,0,0,0
ENSG00000111666,CHPT1,0.23654635,3.76E-06,0.734386744,-0.445388076,-0.078905062,0.238593548,0.057689514,1,1,0,0
ENSG00000151131,C12orf45,-0.137745545,0.003575565,0.735797562,-0.4426192,-0.064138091,0.253866978,0.057693547,1,0,0,0
ENSG00000267270,PARD6G-AS1,-0.099824939,1,0.968380472,-0.046354108,-0.013873032,1,0.058015273,1,0,0,0
ENSG00000119231,SENP5,-0.048709256,0.521786574,0.780070434,-0.358323701,-0.032272504,0.663279977,0.058129124,1,0,0,0
